"product_type","product_name","size","gender","age","city","state","country","total_quantity_sold"
"Jacket","Parka","L","Genderqueer",60,"Harveyside","Tasmania","Australia",3
"Shirt","Flannel","XL","Polygender",26,"New Leah","Queensland","Australia",3
"Trousers","Drawstring","S","Female",79,"West Aaron","New South Wales","Australia",3
"Jacket","Bomber","XL","Female",59,"Port Hannahburgh","Australian Capital Territory","Australia",3
"Shirt","Linen","S","Genderfluid",25,"Port Abigail","Western Australia","Australia",3
"Trousers","Cords","S","Female",40,"Towneport","Northern Territory","Australia",3
"Jacket","Shearling","XS","Non-binary",73,"North Josephmouth","Queensland","Australia",3
"Trousers","Slim-Fit","M","Female",75,"New Ellieland","Tasmania","Australia",3
"Trousers","Pleated","XL","Female",25,"Hamiltonshire","Western Australia","Australia",3
"Shirt","Linen","XS","Non-binary",59,"North Elijahshire","Western Australia","Australia",3
"Trousers","Cargo Pants","L","Male",42,"Russelstad","Victoria","Australia",3
"Shirt","Mandarin Collar","S","Non-binary",30,"New Sophie","Tasmania","Australia",3
"Trousers","Chinos","M","Bigender",22,"East Ruby","New South Wales","Australia",3
"Jacket","Coach","XS","Agender",71,"Lake Mollyburgh","New South Wales","Australia",3
"Shirt","Camp Collared","XS","Genderqueer",73,"Hamiltonport","Queensland","Australia",3
"Shirt","Linen","M","Genderqueer",56,"Elijahburgh","Queensland","Australia",3
"Trousers","Relaxed Leg","L","Male",37,"Abbeyshire","South Australia","Australia",3
"Trousers","Joggers","XL","Polygender",53,"Calebville","New South Wales","Australia",3
"Trousers","High-Waisted","L","Genderfluid",20,"Port Elliechester","Australian Capital Territory","Australia",3
"Shirt","Mandarin Collar","S","Male",38,"Port Chelseaport","Victoria","Australia",3
"Shirt","Polo","L","Genderfluid",28,"Port Isabellafurt","New South Wales","Australia",3
"Jacket","Puffer","L","Genderfluid",20,"Blakemouth","Northern Territory","Australia",3
"Trousers","Cords","XS","Genderqueer",29,"Lake Edward","Queensland","Australia",3
"Trousers","Slim-Fit","XS","Female",38,"Williammouth","Victoria","Australia",3
"Jacket","Puffer","L","Agender",57,"West Elliestad","Northern Territory","Australia",3
"Shirt","Polo","XL","Polygender",57,"Hoppetown","Queensland","Australia",3
"Jacket","Denim","L","Genderqueer",63,"East Aidan","Western Australia","Australia",3
"Jacket","Pullover","XL","Polygender",44,"Port Aliview","Western Australia","Australia",3
"Shirt","Chambray","S","Female",30,"Johnstonhaven","Northern Territory","Australia",3
"Jacket","Pullover","M","Female",22,"Jordanborough","Tasmania","Australia",3
"Shirt","Linen","M","Genderqueer",36,"Port Lillianside","South Australia","Australia",3
"Jacket","Trench Coat","XL","Genderqueer",62,"Langfort","Tasmania","Australia",3
"Trousers","High-Waisted","S","Genderfluid",61,"West Kai","South Australia","Australia",3
"Trousers","Slim-Fit","M","Genderqueer",67,"West Isla","Tasmania","Australia",3
"Trousers","Drawstring","L","Genderqueer",62,"Langfort","Tasmania","Australia",3
"Trousers","Chinos","XS","Genderqueer",55,"East Audrey","South Australia","Australia",3
"Jacket","Trench Coat","L","Female",62,"South Declan","Queensland","Australia",3
"Shirt","Flannel","XS","Polygender",56,"Conroychester","South Australia","Australia",3
"Jacket","Trench Coat","S","Genderfluid",78,"Hansenberg","New South Wales","Australia",3
"Trousers","Tracksuit Bottoms","M","Non-binary",30,"Lake Elijah","Australian Capital Territory","Australia",3
"Shirt","Flannel","M","Genderqueer",34,"West Jonathanshire","Tasmania","Australia",3
"Trousers","Chinos","XL","Agender",62,"Hamishview","New South Wales","Australia",3
"Shirt","Henley","XL","Genderfluid",74,"Schneiderbury","Northern Territory","Australia",3
"Shirt","Oxford Cloth","M","Agender",60,"West John","Tasmania","Australia",3
"Jacket","Parka","S","Female",50,"West Addison","Northern Territory","Australia",3
"Trousers","Wool","XS","Polygender",70,"Port Kiara","Western Australia","Australia",3
"Shirt","Linen","S","Male",80,"Port Sophia","New South Wales","Australia",3
"Trousers","Chinos","S","Male",25,"Port Eveland","South Australia","Australia",3
"Trousers","Chinos","S","Genderfluid",37,"West Zoe","Victoria","Australia",3
"Trousers","Chinos","L","Polygender",28,"Swiftfort","New South Wales","Australia",3
"Jacket","Pullover","S","Genderqueer",37,"West Kai","South Australia","Australia",3
"Jacket","Windbreaker","S","Genderfluid",24,"Rodriguezbury","Victoria","Australia",3
"Jacket","Leather","S","Male",41,"Hartmannshire","Queensland","Australia",3
"Jacket","Shearling","L","Genderqueer",52,"Leomouth","Northern Territory","Australia",3
"Trousers","Relaxed Leg","M","Genderfluid",32,"East Max","Tasmania","Australia",3
"Trousers","Pleated","XL","Female",58,"Pipershire","Queensland","Australia",3
"Shirt","Dress","M","Bigender",53,"Stewartland","Australian Capital Territory","Australia",3
"Shirt","Chambray","M","Male",45,"North Beau","Western Australia","Australia",3
"Jacket","Pullover","L","Agender",66,"South Xavierport","South Australia","Australia",3
"Jacket","Cardigan","S","Non-binary",79,"West Ellaport","Australian Capital Territory","Australia",3
"Shirt","Linen","XL","Genderfluid",80,"Port Aaronton","Queensland","Australia",3
"Shirt","Denim","XL","Polygender",63,"Hermistonberg","Western Australia","Australia",3
"Trousers","Joggers","XL","Agender",52,"Callumborough","Queensland","Australia",3
"Jacket","Cardigan","M","Polygender",67,"South Levi","New South Wales","Australia",3
"Shirt","Oxford Cloth","S","Genderfluid",32,"East Max","Tasmania","Australia",3
"Jacket","Bomber","L","Polygender",32,"Kohlerberg","Queensland","Australia",3
"Jacket","Bomber","L","Genderfluid",37,"Lake Bellahaven","Queensland","Australia",3
"Trousers","Drawstring","XS","Polygender",70,"Port Kiara","Western Australia","Australia",3
"Shirt","Henley","XL","Female",54,"Andersonburgh","Tasmania","Australia",3
"Jacket","Cardigan","M","Agender",38,"Abbottbury","Australian Capital Territory","Australia",3
"Jacket","Cardigan","XL","Polygender",26,"Port Joeltown","South Australia","Australia",3
"Jacket","Shearling","M","Female",31,"Davidshire","South Australia","Australia",3
"Shirt","Camp Collared","L","Non-binary",47,"New Sienna","South Australia","Australia",3
"Shirt","Casual Slim Fit","S","Non-binary",40,"Lake Alice","Victoria","Australia",3
"Shirt","Henley","XL","Genderqueer",62,"Audreyfurt","Victoria","Australia",3
"Jacket","Windbreaker","XS","Bigender",77,"South Nathan","South Australia","Australia",3
"Jacket","Trench Coat","L","Non-binary",63,"Lake Madelineton","Western Australia","Australia",3
"Jacket","Peacoat","M","Agender",51,"Port Cody","Australian Capital Territory","Australia",3
"Shirt","Chambray","S","Non-binary",65,"West Annaport","Northern Territory","Australia",3
"Trousers","Joggers","M","Bigender",60,"Eliburgh","Tasmania","Australia",3
"Trousers","Slim-Fit","S","Female",58,"South Ellieburgh","Queensland","Australia",3
"Shirt","Oxford Cloth","XL","Agender",74,"Haleybury","Australian Capital Territory","Australia",3
"Jacket","Peacoat","XS","Female",29,"Bayermouth","South Australia","Australia",3
"Jacket","Coach","L","Female",29,"Bayermouth","South Australia","Australia",3
"Trousers","Joggers","L","Polygender",68,"West Audreyhaven","Queensland","Australia",3
"Jacket","Trench Coat","M","Male",30,"Lake Oliverberg","New South Wales","Australia",3
"Shirt","Camp Collared","XL","Bigender",74,"Lake Jesse","New South Wales","Australia",3
"Trousers","Pleated","S","Agender",33,"West Lachlan","Queensland","Australia",3
"Shirt","Cuban Collar","L","Genderfluid",75,"East Marcus","New South Wales","Australia",3
"Shirt","Denim","S","Genderqueer",63,"East Aidan","Western Australia","Australia",3
"Shirt","Casual Slim Fit","XS","Polygender",53,"North Scarlettborough","Northern Territory","Australia",3
"Jacket","Puffer","XS","Agender",20,"New Callum","Tasmania","Australia",3
"Shirt","Camp Collared","M","Genderqueer",62,"Langfort","Tasmania","Australia",3
"Jacket","Puffer","L","Non-binary",20,"Maxberg","Victoria","Australia",3
"Jacket","Puffer","XL","Non-binary",70,"Andersonchester","New South Wales","Australia",3
"Shirt","Linen","S","Genderfluid",73,"Abigailshire","New South Wales","Australia",3
"Jacket","Puffer","S","Genderqueer",63,"Alexandraville","South Australia","Australia",3
"Trousers","Cropped","M","Polygender",53,"North Scarlettborough","Northern Territory","Australia",3
"Trousers","Cargo Pants","XS","Male",78,"Port Blake","Queensland","Australia",3
"Trousers","Chinos","M","Polygender",66,"North Liamfort","Australian Capital Territory","Australia",3
"Shirt","Oxford Cloth","L","Agender",71,"Lake Mollyburgh","New South Wales","Australia",3
"Shirt","Chambray","XL","Male",49,"New Madisonborough","Victoria","Australia",3
"Trousers","Cords","XL","Female",32,"Marcusshire","Queensland","Australia",3
"Jacket","Puffer","S","Bigender",41,"Angelinaport","New South Wales","Australia",3
"Jacket","Coach","XS","Agender",66,"Port Lillian","Northern Territory","Australia",3
"Trousers","Cropped","XL","Genderqueer",75,"North Paige","New South Wales","Australia",3
"Jacket","Coach","S","Female",20,"Levihaven","Victoria","Australia",3
"Jacket","Cardigan","M","Genderfluid",45,"West Finnberg","Australian Capital Territory","Australia",3
"Jacket","Puffer","M","Agender",78,"Laurenview","Western Australia","Australia",3
"Shirt","Casual Slim Fit","XS","Female",23,"West Justin","Western Australia","Australia",3
"Shirt","Dress","L","Female",63,"Lake Paigemouth","Northern Territory","Australia",3
"Jacket","Puffer","S","Female",75,"West Thomas","Victoria","Australia",3
"Jacket","Bomber","XL","Polygender",66,"South Clairetown","Queensland","Australia",3
"Trousers","Joggers","XS","Female",20,"Levihaven","Victoria","Australia",3
"Shirt","Denim","M","Genderqueer",34,"Port Annabelle","Northern Territory","Australia",3
"Trousers","Chinos","XL","Agender",77,"Ernserland","Northern Territory","Australia",3
"Jacket","Trench Coat","L","Agender",22,"Jordanside","Australian Capital Territory","Australia",3
"Trousers","Drawstring","XL","Genderfluid",24,"Rodriguezbury","Victoria","Australia",3
"Shirt","Oxford Cloth","XL","Non-binary",60,"Lake Sienna","Northern Territory","Australia",3
"Trousers","Cropped","L","Genderfluid",21,"Chasemouth","Western Australia","Australia",3
"Jacket","Pullover","M","Agender",59,"Lake Danielland","Tasmania","Australia",3
"Shirt","Camp Collared","XS","Bigender",22,"East Ruby","New South Wales","Australia",3
"Shirt","Camp Collared","XS","Non-binary",57,"West Marcus","South Australia","Australia",3
"Jacket","Leather","S","Male",70,"Schneiderstad","New South Wales","Australia",3
"Trousers","Cropped","M","Bigender",54,"East Imogen","Western Australia","Australia",3
"Trousers","Joggers","XL","Polygender",46,"Baileyberg","Western Australia","Australia",3
"Jacket","Peacoat","S","Genderfluid",32,"Heaneyview","South Australia","Australia",3
"Shirt","Henley","XL","Bigender",64,"Chloeville","Tasmania","Australia",3
"Trousers","Slim-Fit","XL","Non-binary",79,"West Ellaport","Australian Capital Territory","Australia",3
"Shirt","Camp Collared","M","Genderqueer",47,"Hannahberg","Australian Capital Territory","Australia",3
"Shirt","Cuban Collar","XL","Female",38,"Williammouth","Victoria","Australia",3
"Trousers","Pleated","L","Male",30,"Lake Oliverberg","New South Wales","Australia",3
"Trousers","Cargo Pants","L","Genderfluid",36,"Walterland","Victoria","Australia",3
"Jacket","Puffer","XS","Genderqueer",55,"Hollyfort","Northern Territory","Australia",3
"Trousers","Wool","M","Female",24,"Hermistonside","Western Australia","Australia",3
"Trousers","Pleated","L","Bigender",26,"Audreyport","Tasmania","Australia",3
"Trousers","Pleated","XS","Female",23,"West Justin","Western Australia","Australia",3
"Jacket","Cardigan","XL","Genderqueer",76,"Rubyfort","Tasmania","Australia",3
"Shirt","Camp Collared","XS","Genderfluid",27,"New Isaac","Victoria","Australia",3
"Trousers","Tracksuit Bottoms","M","Agender",37,"Lake Alicefurt","Tasmania","Australia",3
"Jacket","Trench Coat","XS","Genderqueer",33,"Johnschester","New South Wales","Australia",3
"Shirt","Chambray","L","Female",54,"Cameronport","South Australia","Australia",3
"Trousers","Wool","L","Genderqueer",62,"West Alyssa","Queensland","Australia",3
"Shirt","Camp Collared","XS","Female",67,"West Hayleyhaven","New South Wales","Australia",3
"Shirt","Casual Slim Fit","XS","Bigender",78,"Taylorfurt","New South Wales","Australia",3
"Jacket","Trench Coat","L","Polygender",79,"West Alyssaton","Victoria","Australia",3
"Jacket","Trench Coat","XL","Agender",57,"North Sebastianberg","Australian Capital Territory","Australia",3
"Trousers","Pleated","L","Male",66,"New Mollystad","Tasmania","Australia",3
"Trousers","Wool","L","Genderfluid",35,"Claudiaview","Western Australia","Australia",3
"Shirt","Cuban Collar","M","Genderqueer",42,"South Alexandraview","Queensland","Australia",3
"Trousers","Cropped","XL","Agender",34,"Elijahshire","Queensland","Australia",3
"Trousers","Drawstring","M","Polygender",67,"South Levi","New South Wales","Australia",3
"Trousers","Slim-Fit","M","Genderqueer",56,"Elijahburgh","Queensland","Australia",3
"Shirt","Camp Collared","XL","Non-binary",31,"East Xavier","New South Wales","Australia",3
"Shirt","Oxford Cloth","S","Polygender",63,"Hermistonberg","Western Australia","Australia",3
"Trousers","Cargo Pants","XS","Polygender",38,"Turcottetown","Australian Capital Territory","Australia",3
"Trousers","Tracksuit Bottoms","S","Genderfluid",20,"New Alexchester","New South Wales","Australia",3
"Jacket","Parka","M","Male",24,"Reillyfurt","Victoria","Australia",3
"Jacket","Peacoat","S","Non-binary",40,"Lake Alice","Victoria","Australia",3
"Jacket","Peacoat","S","Agender",58,"West Rubyland","Queensland","Australia",3
"Shirt","Cuban Collar","M","Polygender",32,"Hettingerfort","Western Australia","Australia",3
"Shirt","Denim","XL","Genderfluid",75,"East Marcus","New South Wales","Australia",3
"Jacket","Shearling","XS","Polygender",40,"Hackettland","South Australia","Australia",3
"Trousers","Wool","XL","Genderfluid",35,"Claudiaview","Western Australia","Australia",3
"Jacket","Windbreaker","M","Agender",79,"East Alex","New South Wales","Australia",3
"Jacket","Shearling","L","Non-binary",44,"West Annaton","Australian Capital Territory","Australia",3
"Shirt","Polo","XL","Male",20,"New Aidenfurt","Northern Territory","Australia",3
"Trousers","Chinos","S","Female",50,"West Addison","Northern Territory","Australia",3
"Jacket","Parka","S","Female",59,"Port Hannahburgh","Australian Capital Territory","Australia",3
"Jacket","Shearling","XL","Genderfluid",77,"Huelfort","Australian Capital Territory","Australia",3
"Shirt","Cuban Collar","XS","Female",63,"Lake Paigemouth","Northern Territory","Australia",3
"Trousers","Tracksuit Bottoms","L","Non-binary",22,"West Cooper","Tasmania","Australia",3
"Shirt","Camp Collared","L","Agender",25,"Islamouth","Western Australia","Australia",3
"Shirt","Chambray","M","Bigender",63,"Port Natalie","Victoria","Australia",3
"Jacket","Pullover","XL","Male",60,"Kulasville","New South Wales","Australia",3
"Trousers","High-Waisted","M","Polygender",63,"Lake Rose","Western Australia","Australia",3
"Jacket","Pullover","XL","Male",51,"Lake Nicholasfort","Australian Capital Territory","Australia",3
"Shirt","Mandarin Collar","S","Genderfluid",21,"Chasemouth","Western Australia","Australia",3
"Trousers","Drawstring","XL","Agender",57,"West Elliestad","Northern Territory","Australia",3
"Jacket","Leather","L","Polygender",26,"New Leah","Queensland","Australia",3
"Shirt","Oxford Cloth","XL","Genderfluid",34,"Kiehnburgh","Western Australia","Australia",3
"Shirt","Polo","XL","Bigender",62,"Josephmouth","Queensland","Australia",3
"Trousers","Relaxed Leg","XS","Agender",27,"Sanfordton","South Australia","Australia",3
"Trousers","Slim-Fit","L","Bigender",45,"Lukefurt","Western Australia","Australia",3
"Shirt","Linen","M","Genderqueer",49,"Lincolnchester","Queensland","Australia",3
"Jacket","Leather","XL","Male",71,"Phoebeberg","Queensland","Australia",3
"Trousers","Cropped","L","Female",33,"North Mikayla","Tasmania","Australia",3
"Trousers","Pleated","XS","Genderfluid",32,"Port Sarah","Queensland","Australia",3
